Transaction_ID,Investor_ID,Stock_ID,Date_ID,Buy_Price,Current_Price,Quantity,Investment_Amount,Current_Value,Profit_Loss
3860,INV0271,16,20240220,3469.0,3221.0,39.0,135291,125619,-9672
3861,INV0242,7,20240101,2900.0,3137.0,34.0,98600,106658,8058
3862,INV0226,1,20240402,1498.0,1473.0,13.0,19474,19149,-325
3863,INV0295,17,20241204,1400.0,1349.0,22.0,30800,29678,-1122
3865,INV0119,7,20241209,2067.0,2089.0,48.0,99216,100272,1056
3866,INV0060,20,20240830,3038.0,2984.0,29.0,88102,86536,-1566
3867,INV0210,15,20240311,1682.0,1463.0,23.0,38686,33649,-5037
3868,INV0287,13,20240924,2271.0,2049.0,24.0,54504,49176,-5328
3869,INV0248,15,20240428,2678.0,2613.0,29.0,77662,75777,-1885
3870,INV0215,9,20240328,1141.0,1424.0,9.0,10269,12816,2547
3871,INV0276,4,20240630,1203.0,1698.0,27.0,32481,45846,13365
3872,INV0300,3,20240124,2927.0,2768.0,39.0,114153,107952,-6201
3873,INV0134,9,20240322,3459.0,3452.0,22.0,76098,75944,-154
3874,INV0161,4,20240903,683.0,466.0,27.0,18441,12582,-5859
3875,INV0216,3,20240301,2268.0,2119.0,37.0,83916,78403,-5513
3876,INV0254,2,20240625,2791.0,3282.0,13.0,36283,42666,6383
3878,INV0086,6,20241109,694.0,822.0,17.0,11798,13974,2176
3879,INV0284,19,20240118,3113.0,3294.0,48.0,149424,158112,8688
3880,INV0052,3,20240118,717.0,451.0,28.0,20076,12628,-7448
3881,INV0013,3,20240201,3026.0,2896.0,5.0,15130,14480,-650
3882,INV0068,12,20240706,2309.0,2551.0,25.0,57725,63775,6050
3883,INV0217,12,20241105,1651.0,1481.0,26.0,42926,38506,-4420
3884,INV0286,9,20240114,1188.0,1617.0,19.0,22572,30723,8151
3885,INV0061,7,20240716,1579.0,1623.0,38.0,60002,61674,1672
3886,INV0056,18,20240508,3158.0,2904.0,5.0,15790,14520,-1270
3887,INV0182,8,20240619,2038.0,2156.0,41.0,83558,88396,4838
3888,INV0231,20,20241210,3233.0,3379.0,19.0,61427,64201,2774
3889,INV0245,20,20240304,3067.0,2904.0,47.0,144149,136488,-7661
3890,INV0094,20,20241103,3164.0,3648.0,38.0,120232,138624,18392
3891,INV0261,8,20240120,543.0,398.0,1.0,543,398,-145
3893,INV0195,7,20241221,1512.0,1661.0,12.0,18144,19932,1788
3894,INV0261,7,20241213,3159.0,3461.0,18.0,56862,62298,5436
3895,INV0050,16,20240228,1151.0,1155.0,32.0,36832,36960,128
3896,INV0175,10,20240529,397.0,674.0,34.0,13498,22916,9418
3897,INV0269,8,20240403,2574.0,2794.0,28.0,72072,78232,6160
3898,INV0147,8,20240423,1522.0,1615.0,21.0,31962,33915,1953
3899,INV0092,13,20240601,786.0,528.0,48.0,37728,25344,-12384
3900,INV0108,16,20240527,1963.0,2194.0,18.0,35334,39492,4158
3901,INV0295,10,20240116,3802.0,4132.0,21.0,79842,86772,6930
3902,INV0051,10,20240419,1622.0,1613.0,11.0,17842,17743,-99
3903,INV0061,11,20240304,1379.0,1359.0,32.0,44128,43488,-640
3904,INV0225,6,20240623,1116.0,989.0,19.0,21204,18791,-2413
3905,INV0133,14,20240930,2682.0,3153.0,7.0,18774,22071,3297
3906,INV0119,2,20240528,2929.0,2914.0,10.0,29290,29140,-150
3907,INV0050,7,20240412,1047.0,1312.0,33.0,34551,43296,8745
3908,INV0087,10,20240701,312.0,624.0,3.0,936,1872,936
3909,INV0277,1,20240717,2403.0,2302.0,1.0,2403,2302,-101
3910,INV0251,12,20240612,3609.0,3335.0,24.0,86616,80040,-6576
3912,INV0228,5,20241009,2333.0,2162.0,30.0,69990,64860,-5130
3913,INV0152,7,20240506,3960.0,3772.0,46.0,182160,173512,-8648
3915,INV0135,15,20241014,555.0,395.0,18.0,9990,7110,-2880
3916,INV0060,8,20241222,1648.0,1428.0,48.0,79104,68544,-10560
3917,INV0114,5,20240925,3179.0,2955.0,21.0,66759,62055,-4704
3918,INV0081,1,20241111,2276.0,2319.0,18.0,40968,41742,774
3919,INV0233,19,20240920,2783.0,3236.0,33.0,91839,106788,14949
3921,INV0020,20,20240312,1975.0,1777.0,46.0,90850,81742,-9108
3922,INV0267,6,20240407,1500.0,1394.0,36.0,54000,50184,-3816
3923,INV0019,1,20240723,2798.0,3140.0,1.0,2798,3140,342
3924,INV0126,7,20240908,760.0,1060.0,25.0,19000,26500,7500
3925,INV0113,18,20240610,2958.0,2858.0,17.0,50286,48586,-1700
3926,INV0241,18,20240727,820.0,1016.0,12.0,9840,12192,2352
3927,INV0255,13,20240302,1357.0,1191.0,13.0,17641,15483,-2158
3928,INV0046,7,20240609,2314.0,2754.0,48.0,111072,132192,21120
3929,INV0110,10,20240217,213.0,357.0,5.0,1065,1785,720
3930,INV0252,8,20241112,2484.0,2809.0,14.0,34776,39326,4550
3931,INV0092,18,20240529,358.0,486.0,45.0,16110,21870,5760
3932,INV0135,11,20241230,2712.0,2801.0,41.0,111192,114841,3649
3933,INV0299,9,20241101,1161.0,1514.0,23.0,26703,34822,8119
3934,INV0248,4,20241205,2372.0,2744.0,12.0,28464,32928,4464
3935,INV0154,18,20241216,3643.0,3580.0,19.0,69217,68020,-1197
3937,INV0183,14,20240625,2425.0,2617.0,19.0,46075,49723,3648
3938,INV0050,20,20240624,1096.0,911.0,49.0,53704,44639,-9065
3939,INV0148,17,20241228,1918.0,2075.0,21.0,40278,43575,3297
3940,INV0127,5,20240212,2913.0,3048.0,8.0,23304,24384,1080
3941,INV0091,11,20240205,2103.0,2129.0,43.0,90429,91547,1118
3942,INV0059,13,20240202,1623.0,2036.0,26.0,42198,52936,10738
3943,INV0066,2,20240926,3369.0,3564.0,32.0,107808,114048,6240
3945,INV0149,15,20240602,1297.0,1516.0,14.0,18158,21224,3066
3946,INV0210,12,20240309,449.0,724.0,50.0,22450,36200,13750
3947,INV0166,4,20240929,1271.0,1662.0,21.0,26691,34902,8211
3948,INV0211,15,20240112,1803.0,1955.0,28.0,50484,54740,4256
3950,INV0249,1,20240712,3182.0,3106.0,22.0,70004,68332,-1672
3951,INV0024,3,20241128,1463.0,1621.0,27.0,39501,43767,4266
3952,INV0114,2,20240608,2544.0,2414.0,35.0,89040,84490,-4550
3953,INV0106,13,20240107,3393.0,3733.0,8.0,27144,29864,2720
3954,INV0169,16,20240709,729.0,1048.0,35.0,25515,36680,11165
3957,INV0181,16,20240804,3340.0,3824.0,36.0,120240,137664,17424
3958,INV0033,1,20240401,2882.0,2632.0,34.0,97988,89488,-8500
3959,INV0108,4,20240507,1683.0,1931.0,13.0,21879,25103,3224
3960,INV0081,6,20240211,3633.0,3881.0,26.0,94458,100906,6448
3961,INV0118,17,20240212,1388.0,1253.0,24.0,33312,30072,-3240
3962,INV0170,7,20240409,1893.0,1813.0,36.0,68148,65268,-2880
3963,INV0128,10,20240306,255.0,-9.0,2.0,510,-18,-528
3964,INV0270,4,20240617,619.0,832.0,26.0,16094,21632,5538
3965,INV0249,11,20241107,373.0,233.0,19.0,7087,4427,-2660
3966,INV0155,4,20240427,299.0,234.0,41.0,12259,9594,-2665
3967,INV0127,13,20240814,338.0,316.0,48.0,16224,15168,-1056
3968,INV0064,13,20240315,3530.0,3616.0,42.0,148260,151872,3612
3969,INV0206,4,20240118,737.0,1195.0,18.0,13266,21510,8244
3970,INV0044,13,20240530,513.0,288.0,33.0,16929,9504,-7425
3971,INV0213,16,20240920,282.0,-3.0,48.0,13536,-144,-13680
3972,INV0278,17,20240718,2677.0,2532.0,7.0,18739,17724,-1015
3973,INV0201,15,20240322,995.0,1315.0,20.0,19900,26300,6400
3974,INV0166,16,20240412,1941.0,2165.0,48.0,93168,103920,10752
3975,INV0012,17,20240517,1437.0,1417.0,30.0,43110,42510,-600
3976,INV0104,12,20240213,608.0,578.0,42.0,25536,24276,-1260
3977,INV0296,8,20240717,2130.0,2215.0,19.0,40470,42085,1615
3978,INV0220,15,20240513,581.0,508.0,27.0,15687,13716,-1971
3979,INV0288,16,20240420,1340.0,1534.0,19.0,25460,29146,3686
3980,INV0274,7,20240420,2275.0,2225.0,25.0,56875,55625,-1250
3981,INV0009,12,20240114,2235.0,2680.0,26.0,58110,69680,11570
3982,INV0191,18,20240224,3324.0,3583.0,46.0,152904,164818,11914
3983,INV0056,3,20240816,2052.0,1981.0,37.0,75924,73297,-2627
3984,INV0013,17,20240915,1827.0,2316.0,15.0,27405,34740,7335
3985,INV0229,9,20240128,1714.0,1902.0,37.0,63418,70374,6956
3986,INV0056,3,20240923,2832.0,2850.0,22.0,62304,62700,396
3987,INV0074,9,20240330,3516.0,3861.0,6.0,21096,23166,2070
3988,INV0049,20,20240205,2497.0,2370.0,14.0,34958,33180,-1778
3989,INV0251,7,20240211,2630.0,2585.0,6.0,15780,15510,-270
3990,INV0073,3,20240823,1851.0,2182.0,31.0,57381,67642,10261
3991,INV0268,8,20240217,3161.0,3441.0,49.0,154889,168609,13720
3992,INV0120,14,20240217,441.0,926.0,32.0,14112,29632,15520
3993,INV0130,17,20240704,1886.0,1904.0,48.0,90528,91392,864
3994,INV0173,4,20240610,3617.0,3471.0,3.0,10851,10413,-438
3995,INV0165,11,20240505,3022.0,3300.0,39.0,117858,128700,10842
3996,INV0209,7,20240107,3769.0,3474.0,18.0,67842,62532,-5310
3997,INV0108,18,20240817,3292.0,3567.0,32.0,105344,114144,8800
3998,INV0280,12,20240616,2247.0,2267.0,42.0,94374,95214,840
3999,INV0121,4,20241121,1518.0,1690.0,46.0,69828,77740,7912
4000,INV0248,15,20240410,2307.0,2575.0,48.0,110736,123600,12864
4001,INV0042,4,20240810,3973.0,3780.0,28.0,111244,105840,-5404
4002,INV0040,9,20240304,1738.0,1568.0,49.0,85162,76832,-8330
4003,INV0007,2,20240704,863.0,1095.0,48.0,41424,52560,11136
4004,INV0063,4,20240829,880.0,782.0,29.0,25520,22678,-2842
4005,INV0059,19,20240927,359.0,493.0,32.0,11488,15776,4288
4006,INV0088,17,20240921,2764.0,3001.0,32.0,88448,96032,7584
4007,INV0072,8,20240610,3267.0,3527.0,27.0,88209,95229,7020
4008,INV0205,7,20240122,237.0,240.0,8.0,1896,1920,24
4009,INV0223,17,20241024,1405.0,1842.0,44.0,61820,81048,19228
4010,INV0139,9,20241128,2340.0,2370.0,40.0,93600,94800,1200
4011,INV0191,19,20240427,2509.0,2874.0,11.0,27599,31614,4015
4012,INV0073,4,20240422,1388.0,1623.0,44.0,61072,71412,10340
4013,INV0105,10,20240908,3488.0,3816.0,46.0,160448,175536,15088
4015,INV0242,8,20240821,2095.0,2010.0,22.0,46090,44220,-1870
4017,INV0243,15,20240422,240.0,265.0,27.0,6480,7155,675
4018,INV0092,9,20241220,815.0,996.0,5.0,4075,4980,905
4019,INV0003,7,20241010,1477.0,1895.0,13.0,19201,24635,5434
4020,INV0103,5,20240207,3042.0,2838.0,35.0,106470,99330,-7140
4021,INV0235,1,20240106,1555.0,1351.0,4.0,6220,5404,-816
4022,INV0240,1,20241226,2634.0,2494.0,5.0,13170,12470,-700
4023,INV0180,16,20240316,2806.0,3078.0,15.0,42090,46170,4080
4024,INV0177,11,20241128,2775.0,2489.0,13.0,36075,32357,-3718
4026,INV0157,6,20241125,1704.0,2043.0,50.0,85200,102150,16950
4027,INV0207,8,20240225,1243.0,1517.0,35.0,43505,53095,9590
4028,INV0104,9,20240906,517.0,823.0,10.0,5170,8230,3060
4029,INV0053,9,20240605,3192.0,3113.0,18.0,57456,56034,-1422
4030,INV0092,1,20240509,1276.0,1553.0,7.0,8932,10871,1939
4031,INV0065,15,20240712,3464.0,3698.0,38.0,131632,140524,8892
4032,INV0197,9,20240110,1552.0,1841.0,50.0,77600,92050,14450
4034,INV0243,3,20240203,1057.0,929.0,1.0,1057,929,-128
4035,INV0119,8,20241214,1086.0,879.0,40.0,43440,35160,-8280
4036,INV0076,14,20240728,787.0,655.0,31.0,24397,20305,-4092
4037,INV0001,7,20241026,1524.0,1303.0,4.0,6096,5212,-884
4038,INV0071,17,20241119,2295.0,2445.0,28.0,64260,68460,4200
4039,INV0242,11,20240610,1539.0,1548.0,33.0,50787,51084,297
4040,INV0061,12,20241013,1186.0,1459.0,26.0,30836,37934,7098
4041,INV0194,4,20240113,3369.0,3463.0,46.0,154974,159298,4324
4042,INV0243,20,20240326,1654.0,1673.0,34.0,56236,56882,646
4043,INV0163,8,20240823,2373.0,2153.0,39.0,92547,83967,-8580
4044,INV0110,19,20240920,880.0,1228.0,18.0,15840,22104,6264
4045,INV0074,19,20240125,3640.0,3787.0,36.0,131040,136332,5292
4046,INV0227,15,20240502,2207.0,2618.0,17.0,37519,44506,6987
4047,INV0062,9,20240324,2485.0,2630.0,42.0,104370,110460,6090
4048,INV0179,1,20240918,929.0,654.0,24.0,22296,15696,-6600
4049,INV0239,18,20240101,3356.0,3742.0,23.0,77188,86066,8878
4050,INV0218,4,20240208,1075.0,1406.0,36.0,38700,50616,11916
4051,INV0098,13,20240131,1766.0,1849.0,12.0,21192,22188,996
4052,INV0006,11,20241205,1002.0,1154.0,24.0,24048,27696,3648
4053,INV0270,13,20240317,998.0,703.0,38.0,37924,26714,-11210
4054,INV0159,15,20240520,1545.0,1341.0,24.0,37080,32184,-4896
4055,INV0130,13,20240506,2259.0,1972.0,39.0,88101,76908,-11193
4056,INV0140,10,20240731,337.0,699.0,18.0,6066,12582,6516
4057,INV0246,10,20241213,1831.0,1575.0,45.0,82395,70875,-11520
4058,INV0130,20,20240326,1323.0,1663.0,4.0,5292,6652,1360
4059,INV0293,17,20240731,3572.0,3303.0,46.0,164312,151938,-12374
4060,INV0242,19,20240305,2688.0,3035.0,30.0,80640,91050,10410
4061,INV0252,7,20240304,911.0,1095.0,48.0,43728,52560,8832
4062,INV0280,12,20241030,3507.0,3313.0,3.0,10521,9939,-582
4063,INV0190,15,20240513,318.0,645.0,46.0,14628,29670,15042
4064,INV0079,2,20241021,3090.0,3543.0,12.0,37080,42516,5436
4065,INV0068,5,20241215,539.0,668.0,8.0,4312,5344,1032
4066,INV0029,1,20241121,2016.0,2368.0,46.0,92736,108928,16192
4067,INV0032,8,20240814,1487.0,1286.0,35.0,52045,45010,-7035
4068,INV0143,1,20241211,3692.0,3590.0,42.0,155064,150780,-4284
4069,INV0009,13,20240309,1562.0,1950.0,21.0,32802,40950,8148
4070,INV0087,4,20241128,3909.0,4209.0,47.0,183723,197823,14100
4071,INV0188,14,20240516,2314.0,2028.0,43.0,99502,87204,-12298
4072,INV0207,13,20240407,1905.0,2288.0,43.0,81915,98384,16469
4073,INV0032,4,20240407,466.0,363.0,49.0,22834,17787,-5047
4074,INV0257,17,20240825,804.0,1250.0,18.0,14472,22500,8028
4075,INV0043,7,20241205,906.0,1060.0,3.0,2718,3180,462
4076,INV0142,14,20240527,2692.0,2595.0,45.0,121140,116775,-4365
4077,INV0259,15,20240720,1876.0,1753.0,41.0,76916,71873,-5043
4078,INV0002,8,20240706,1474.0,1454.0,36.0,53064,52344,-720
4079,INV0180,13,20240320,682.0,731.0,30.0,20460,21930,1470
4080,INV0291,4,20240719,3624.0,4037.0,6.0,21744,24222,2478
4081,INV0290,1,20240812,2096.0,1886.0,8.0,16768,15088,-1680
4082,INV0047,17,20240425,947.0,1394.0,6.0,5682,8364,2682
4083,INV0096,1,20240314,1500.0,1805.0,41.0,61500,74005,12505
4084,INV0011,2,20241218,3340.0,3213.0,1.0,3340,3213,-127
4085,INV0112,14,20240907,2813.0,2896.0,30.0,84390,86880,2490
4086,INV0042,12,20240514,3793.0,4234.0,16.0,60688,67744,7056
4087,INV0158,1,20241127,3629.0,4026.0,42.0,152418,169092,16674
4088,INV0098,10,20240601,3261.0,3734.0,48.0,156528,179232,22704
4089,INV0068,5,20240307,1471.0,1225.0,25.0,36775,30625,-6150
4090,INV0147,7,20240923,929.0,914.0,9.0,8361,8226,-135
4091,INV0290,3,20240422,1492.0,1615.0,15.0,22380,24225,1845
4092,INV0097,4,20241004,1317.0,1221.0,12.0,15804,14652,-1152
4093,INV0152,3,20241112,1262.0,1676.0,29.0,36598,48604,12006
4094,INV0136,17,20240409,578.0,779.0,23.0,13294,17917,4623
4095,INV0297,7,20240404,1689.0,1746.0,50.0,84450,87300,2850
4096,INV0268,9,20240406,2041.0,2387.0,44.0,89804,105028,15224
4097,INV0088,16,20241122,350.0,649.0,25.0,8750,16225,7475
4098,INV0080,16,20240916,2403.0,2685.0,14.0,33642,37590,3948
4099,INV0223,17,20240909,1620.0,1981.0,44.0,71280,87164,15884
4100,INV0148,19,20241122,1049.0,1099.0,45.0,47205,49455,2250
4101,INV0258,14,20240917,2459.0,2919.0,18.0,44262,52542,8280
4102,INV0047,14,20240502,2302.0,2793.0,14.0,32228,39102,6874
4103,INV0133,19,20240609,1093.0,1271.0,17.0,18581,21607,3026
4104,INV0017,12,20240314,3976.0,3794.0,34.0,135184,128996,-6188
4105,INV0096,8,20240419,2146.0,1989.0,30.0,64380,59670,-4710
4107,INV0018,15,20240715,1520.0,1938.0,7.0,10640,13566,2926
4108,INV0184,14,20240906,3760.0,3468.0,11.0,41360,38148,-3212
4109,INV0216,15,20240712,2147.0,2189.0,22.0,47234,48158,924
4110,INV0052,12,20240704,966.0,1032.0,20.0,19320,20640,1320
4111,INV0084,13,20240816,2112.0,2371.0,12.0,25344,28452,3108
4112,INV0012,8,20241101,1998.0,2329.0,30.0,59940,69870,9930
4113,INV0295,19,20240223,3044.0,3189.0,47.0,143068,149883,6815
4114,INV0205,12,20240722,2139.0,2088.0,17.0,36363,35496,-867
4115,INV0192,6,20241113,2661.0,2706.0,31.0,82491,83886,1395
4116,INV0206,12,20240311,1429.0,1170.0,15.0,21435,17550,-3885
4117,INV0260,13,20240720,641.0,772.0,28.0,17948,21616,3668
4118,INV0138,17,20241103,2565.0,2675.0,38.0,97470,101650,4180
4119,INV0015,16,20240809,871.0,1095.0,11.0,9581,12045,2464
4120,INV0154,19,20240808,3831.0,4142.0,45.0,172395,186390,13995
4121,INV0269,5,20240119,1012.0,1293.0,49.0,49588,63357,13769
4122,INV0072,13,20240728,732.0,1111.0,22.0,16104,24442,8338
4123,INV0028,4,20240712,570.0,586.0,50.0,28500,29300,800
4124,INV0073,17,20240107,3482.0,3536.0,30.0,104460,106080,1620
4126,INV0076,19,20240225,1020.0,896.0,20.0,20400,17920,-2480
4127,INV0158,7,20241013,529.0,418.0,16.0,8464,6688,-1776
4128,INV0105,14,20240105,1988.0,1780.0,47.0,93436,83660,-9776
4129,INV0126,17,20241123,831.0,1232.0,36.0,29916,44352,14436
4130,INV0192,14,20241017,220.0,408.0,11.0,2420,4488,2068
4131,INV0177,15,20240208,609.0,791.0,36.0,21924,28476,6552
4132,INV0202,17,20240522,3062.0,2979.0,31.0,94922,92349,-2573
4133,INV0193,7,20240906,3605.0,3779.0,46.0,165830,173834,8004
4134,INV0125,13,20241113,3325.0,3123.0,25.0,83125,78075,-5050
4135,INV0066,17,20241115,1503.0,1984.0,9.0,13527,17856,4329
4136,INV0205,14,20240312,3367.0,3401.0,19.0,63973,64619,646
4138,INV0037,5,20240313,1620.0,1820.0,43.0,69660,78260,8600
4139,INV0014,12,20240507,1108.0,1431.0,12.0,13296,17172,3876
4140,INV0121,16,20241229,1711.0,1781.0,22.0,37642,39182,1540
4141,INV0257,20,20240408,3571.0,3272.0,40.0,142840,130880,-11960
4143,INV0118,17,20240928,765.0,976.0,13.0,9945,12688,2743
4144,INV0023,9,20240328,1065.0,1074.0,28.0,29820,30072,252
4145,INV0048,6,20240213,1590.0,1683.0,42.0,66780,70686,3906
4146,INV0093,15,20241111,1943.0,1797.0,19.0,36917,34143,-2774
4147,INV0160,8,20240331,1784.0,2175.0,31.0,55304,67425,12121
4148,INV0018,15,20241031,1269.0,1400.0,12.0,15228,16800,1572
4149,INV0084,14,20240730,1831.0,2229.0,34.0,62254,75786,13532
4150,INV0055,4,20240910,2104.0,1888.0,23.0,48392,43424,-4968
4151,INV0052,3,20240512,2886.0,3000.0,1.0,2886,3000,114
4152,INV0083,13,20240922,1506.0,1337.0,37.0,55722,49469,-6253
4153,INV0260,2,20240801,1772.0,2174.0,30.0,53160,65220,12060
4154,INV0006,11,20240801,2191.0,2560.0,43.0,94213,110080,15867
4155,INV0206,1,20241020,1930.0,2419.0,4.0,7720,9676,1956
4156,INV0156,8,20241021,1940.0,1904.0,48.0,93120,91392,-1728
4157,INV0060,19,20240506,2672.0,2833.0,33.0,88176,93489,5313
4158,INV0191,20,20241116,3398.0,3582.0,46.0,156308,164772,8464
4159,INV0172,1,20240517,3657.0,3904.0,24.0,87768,93696,5928
4160,INV0058,7,20241127,3417.0,3300.0,28.0,95676,92400,-3276
4161,INV0273,9,20241101,3311.0,3403.0,44.0,145684,149732,4048
4162,INV0041,7,20241229,815.0,522.0,22.0,17930,11484,-6446
4163,INV0133,7,20240724,1009.0,1236.0,40.0,40360,49440,9080
4164,INV0233,4,20240108,1981.0,1730.0,30.0,59430,51900,-7530
4165,INV0145,9,20240128,363.0,187.0,32.0,11616,5984,-5632
4166,INV0236,3,20241031,1703.0,1454.0,39.0,66417,56706,-9711
4167,INV0190,11,20240123,1233.0,1368.0,22.0,27126,30096,2970
4169,INV0137,16,20240818,932.0,932.0,23.0,21436,21436,0
4170,INV0214,12,20240401,271.0,428.0,21.0,5691,8988,3297
4171,INV0153,7,20240214,2804.0,2540.0,39.0,109356,99060,-10296
4172,INV0058,16,20240103,1663.0,2112.0,3.0,4989,6336,1347
4173,INV0273,8,20240724,3225.0,3330.0,16.0,51600,53280,1680
4174,INV0090,20,20240901,544.0,791.0,7.0,3808,5537,1729
4176,INV0253,9,20240110,1965.0,1946.0,23.0,45195,44758,-437
4177,INV0235,10,20241027,3022.0,3354.0,16.0,48352,53664,5312
4178,INV0269,19,20240926,2530.0,2699.0,3.0,7590,8097,507
4179,INV0040,2,20240930,1537.0,1618.0,3.0,4611,4854,243
4180,INV0076,10,20240506,2695.0,3136.0,41.0,110495,128576,18081
4182,INV0041,11,20240909,1583.0,1935.0,48.0,75984,92880,16896
4183,INV0155,20,20240420,1930.0,2040.0,2.0,3860,4080,220
4184,INV0095,14,20240421,3258.0,3221.0,47.0,153126,151387,-1739
4185,INV0041,4,20240114,3627.0,3770.0,8.0,29016,30160,1144
4186,INV0099,12,20240404,2538.0,2505.0,20.0,50760,50100,-660
4187,INV0264,5,20241206,2408.0,2357.0,45.0,108360,106065,-2295
4188,INV0026,7,20240730,1732.0,2019.0,31.0,53692,62589,8897
4189,INV0111,1,20240207,3315.0,3462.0,18.0,59670,62316,2646
4190,INV0096,2,20240730,1333.0,1546.0,43.0,57319,66478,9159
4191,INV0024,3,20241116,2676.0,2784.0,12.0,32112,33408,1296
4192,INV0146,12,20240209,1316.0,1021.0,27.0,35532,27567,-7965
4193,INV0107,12,20240309,276.0,776.0,27.0,7452,20952,13500
4194,INV0067,20,20240519,1325.0,1298.0,30.0,39750,38940,-810
4195,INV0163,7,20240122,597.0,523.0,15.0,8955,7845,-1110
4196,INV0010,14,20240902,3104.0,3136.0,15.0,46560,47040,480
4197,INV0033,4,20241220,2704.0,2698.0,47.0,127088,126806,-282
4198,INV0236,14,20240113,2608.0,2738.0,41.0,106928,112258,5330
4199,INV0169,14,20241217,2417.0,2515.0,31.0,74927,77965,3038
4200,INV0286,6,20240801,251.0,302.0,22.0,5522,6644,1122
4201,INV0164,4,20240812,1618.0,1773.0,10.0,16180,17730,1550
4202,INV0237,11,20240306,3699.0,4159.0,32.0,118368,133088,14720
4204,INV0200,4,20240604,1247.0,1359.0,3.0,3741,4077,336
4205,INV0293,1,20241206,521.0,867.0,32.0,16672,27744,11072
4206,INV0288,4,20241102,1614.0,1399.0,14.0,22596,19586,-3010
4207,INV0272,8,20240324,1712.0,1723.0,19.0,32528,32737,209
4208,INV0162,20,20240411,2049.0,2439.0,30.0,61470,73170,11700
4209,INV0016,2,20240411,838.0,1177.0,38.0,31844,44726,12882
4210,INV0086,2,20240929,2756.0,2816.0,37.0,101972,104192,2220
4211,INV0221,4,20240207,1901.0,2384.0,2.0,3802,4768,966
4212,INV0146,10,20241029,2479.0,2940.0,32.0,79328,94080,14752
4213,INV0121,9,20240925,1737.0,1987.0,9.0,15633,17883,2250
4214,INV0194,7,20240416,2686.0,2512.0,7.0,18802,17584,-1218
4216,INV0293,12,20240127,1385.0,1267.0,11.0,15235,13937,-1298
4217,INV0206,18,20241016,2453.0,2571.0,23.0,56419,59133,2714
4218,INV0112,8,20240504,1912.0,2225.0,18.0,34416,40050,5634
4219,INV0164,2,20240112,3355.0,3426.0,41.0,137555,140466,2911
4220,INV0055,16,20240707,2920.0,3323.0,41.0,119720,136243,16523
4221,INV0163,15,20240902,2257.0,2505.0,35.0,78995,87675,8680
4222,INV0201,8,20241222,1122.0,1235.0,32.0,35904,39520,3616
4223,INV0238,4,20240214,1372.0,1532.0,11.0,15092,16852,1760
4225,INV0273,7,20241020,3599.0,3641.0,49.0,176351,178409,2058
4226,INV0238,1,20240129,2887.0,2763.0,44.0,127028,121572,-5456
4227,INV0051,9,20240205,1770.0,2064.0,42.0,74340,86688,12348
4228,INV0215,20,20241031,1913.0,2033.0,13.0,24869,26429,1560
4229,INV0015,8,20240131,2734.0,2663.0,9.0,24606,23967,-639
4230,INV0258,3,20240120,529.0,842.0,37.0,19573,31154,11581
4231,INV0210,13,20241031,293.0,325.0,40.0,11720,13000,1280
4232,INV0128,12,20241220,881.0,1163.0,41.0,36121,47683,11562
4233,INV0242,18,20240323,3003.0,2796.0,24.0,72072,67104,-4968
4234,INV0012,20,20240225,3243.0,3558.0,42.0,136206,149436,13230
4235,INV0200,6,20241215,2461.0,2684.0,13.0,31993,34892,2899
4236,INV0083,17,20241119,2075.0,2152.0,47.0,97525,101144,3619
4237,INV0123,6,20240406,917.0,1100.0,46.0,42182,50600,8418
4239,INV0034,14,20240309,3863.0,3594.0,14.0,54082,50316,-3766
4240,INV0296,11,20241107,2088.0,2258.0,16.0,33408,36128,2720
4241,INV0228,12,20241122,1190.0,1071.0,30.0,35700,32130,-3570
4242,INV0257,2,20240609,2827.0,2640.0,39.0,110253,102960,-7293
4243,INV0170,19,20240125,3772.0,3635.0,16.0,60352,58160,-2192
4244,INV0237,13,20240814,3157.0,2928.0,1.0,3157,2928,-229
4245,INV0017,13,20240401,2993.0,3386.0,27.0,80811,91422,10611
4246,INV0267,12,20240205,2125.0,2219.0,5.0,10625,11095,470
4247,INV0214,19,20240923,1265.0,1698.0,35.0,44275,59430,15155
4248,INV0062,1,20240116,3131.0,3626.0,39.0,122109,141414,19305
4249,INV0274,11,20240718,3127.0,2851.0,29.0,90683,82679,-8004
4250,INV0247,8,20240504,3590.0,4033.0,4.0,14360,16132,1772
4251,INV0150,14,20240608,3524.0,3631.0,47.0,165628,170657,5029
4252,INV0021,8,20240428,1688.0,1797.0,46.0,77648,82662,5014
4253,INV0262,18,20240905,2777.0,3142.0,29.0,80533,91118,10585
4254,INV0220,16,20240617,3425.0,3252.0,7.0,23975,22764,-1211
4255,INV0075,3,20240205,3669.0,3637.0,49.0,179781,178213,-1568
4256,INV0297,6,20240920,3286.0,3100.0,47.0,154442,145700,-8742
4257,INV0087,4,20240705,1701.0,1823.0,43.0,73143,78389,5246
4258,INV0174,19,20241228,781.0,729.0,31.0,24211,22599,-1612
4259,INV0108,6,20240930,1283.0,1082.0,22.0,28226,23804,-4422
4260,INV0038,6,20240313,2076.0,2502.0,32.0,66432,80064,13632
4261,INV0126,15,20240414,3300.0,3266.0,22.0,72600,71852,-748
4262,INV0152,18,20241026,3022.0,3177.0,22.0,66484,69894,3410
4263,INV0231,14,20241121,3065.0,3029.0,37.0,113405,112073,-1332
